0,3,291.0,220.0,288.0,198.0
0,3,292.0,221.0,288.0,199.0
0,3,292.0,221.0,288.0,199.0
0,3,292.0,221.0,288.0,199.0
0,3,292.0,221.0,288.0,199.0
0,3,292.0,221.0,288.0,199.0
0,3,292.0,221.0,288.0,199.0
0,3,292.0,221.0,288.0,199.0
0,3,292.0,221.0,288.0,199.0
0,3,292.0,221.0,288.0,199.0
0,3,292.0,221.0,288.0,199.0
0,3,292.0,221.0,288.0,199.0
0,3,292.0,221.0,288.0,199.0
0,3,292.0,221.0,288.0,199.0
0,3,292.0,221.0,288.0,199.0
0,3,292.0,221.0,288.0,199.0
0,3,291.0,221.0,287.0,198.0
0,3,291.0,221.0,287.0,198.0
0,3,292.0,221.0,288.0,198.0
0,3,292.0,221.0,288.0,198.0
0,3,292.0,221.0,288.0,198.0
0,3,292.0,221.0,288.0,198.0
0,3,291.0,220.0,288.0,198.0
0,3,291.0,220.0,288.0,198.0
0,3,292.0,220.0,288.0,198.0
0,3,292.0,220.0,288.0,198.0
0,3,292.0,220.0,288.0,198.0
0,3,292.0,220.0,288.0,197.0
0,3,292.0,220.0,288.0,197.0
0,3,292.0,220.0,288.0,197.0
0,3,292.0,220.0,288.0,197.0
0,3,292.0,220.0,288.0,197.0
0,3,292.0,220.0,288.0,197.0
0,3,292.0,220.0,288.0,197.0
0,3,292.0,220.0,288.0,197.0
0,3,292.0,220.0,288.0,198.0
0,3,292.0,220.0,288.0,198.0
0,3,291.0,220.0,287.0,198.0
0,3,291.0,220.0,287.0,198.0
0,3,291.0,220.0,287.0,198.0
0,3,291.0,220.0,288.0,198.0
0,3,291.0,220.0,288.0,198.0
0,3,291.0,220.0,288.0,198.0
0,3,291.0,220.0,288.0,198.0
0,3,291.0,220.0,288.0,198.0
0,3,291.0,220.0,288.0,198.0
0,3,292.0,220.0,288.0,198.0
0,3,292.0,220.0,288.0,198.0
0,3,291.0,220.0,288.0,198.0
0,3,291.0,220.0,288.0,198.0
0,3,291.0,220.0,288.0,198.0
0,3,291.0,220.0,288.0,198.0
0,3,291.0,220.0,288.0,198.0
0,3,291.0,220.0,288.0,198.0
0,3,292.0,221.0,288.0,198.0
0,3,292.0,221.0,288.0,198.0
0,3,292.0,221.0,288.0,198.0
0,3,292.0,221.0,288.0,198.0
0,3,292.0,221.0,288.0,198.0
0,3,292.0,221.0,288.0,198.0
0,3,292.0,221.0,288.0,198.0
0,3,292.0,221.0,288.0,198.0
0,3,291.0,221.0,288.0,198.0
0,3,291.0,221.0,288.0,198.0
0,3,292.0,221.0,288.0,198.0
0,3,292.0,221.0,288.0,198.0
0,3,292.0,221.0,288.0,198.0
0,3,291.0,221.0,288.0,198.0
0,3,291.0,221.0,288.0,198.0
0,3,291.0,221.0,288.0,198.0
